3000
#Neutron PDFs for Ar 1 
#dr G_K(r) R(r) rho(r) G(r) g(r) D(r) T(r)
0.010000 -3.644281 0.000000 0.000000 -0.002687 0.000000 -0.009791 0.000000
0.030000 -3.644281 0.000000 0.000000 -0.008060 0.000000 -0.029373 0.000000
0.050000 -3.644281 0.000000 0.000000 -0.013433 0.000000 -0.048955 0.000000
0.070000 -3.644281 0.000000 0.000000 -0.018807 0.000000 -0.068537 0.000000
0.090000 -3.644281 0.000000 0.000000 -0.024180 0.000000 -0.088119 0.000000
0.110000 -3.644281 0.000000 0.000000 -0.029554 0.000000 -0.107702 0.000000
0.130000 -3.644281 0.000000 0.000000 -0.034927 0.000000 -0.127284 0.000000
0.150000 -3.644281 0.000000 0.000000 -0.040300 0.000000 -0.146866 0.000000
0.170000 -3.644281 0.000000 0.000000 -0.045674 0.000000 -0.166448 0.000000
0.190000 -3.644281 0.000000 0.000000 -0.051047 0.000000 -0.186030 0.000000
0.210000 -3.644281 0.000000 0.000000 -0.056420 0.000000 -0.205612 0.000000
0.230000 -3.644281 0.000000 0.000000 -0.061794 0.000000 -0.225194 0.000000
0.250000 -3.644281 0.000000 0.000000 -0.067167 0.000000 -0.244776 0.000000
0.270000 -3.644281 0.000000 0.000000 -0.072541 0.000000 -0.264358 0.000000
0.290000 -3.644281 0.000000 0.000000 -0.077914 0.000000 -0.283941 0.000000
0.310000 -3.644281 0.000000 0.000000 -0.083287 0.000000 -0.303523 0.000000
0.330000 -3.644281 0.000000 0.000000 -0.088661 0.000000 -0.323105 0.000000
0.350000 -3.644281 0.000000 0.000000 -0.094034 0.000000 -0.342687 0.000000
0.370000 -3.644281 0.000000 0.000000 -0.099408 0.000000 -0.362269 0.000000
0.390000 -3.644281 0.000000 0.000000 -0.104781 0.000000 -0.381851 0.000000
0.410000 -3.644281 0.000000 0.000000 -0.110154 0.000000 -0.401433 0.000000
0.430000 -3.644281 0.000000 0.000000 -0.115528 0.000000 -0.421015 0.000000
0.450000 -3.644281 0.000000 0.000000 -0.120901 0.000000 -0.440597 0.000000
0.470000 -3.644281 0.000000 0.000000 -0.126274 0.000000 -0.460180 0.000000
0.490000 -3.644281 0.000000 0.000000 -0.131648 0.000000 -0.479762 0.000000
0.510000 -3.644281 0.000000 0.000000 -0.137021 0.000000 -0.499344 0.000000
0.530000 -3.644281 0.000000 0.000000 -0.142395 0.000000 -0.518926 0.000000
0.550000 -3.644281 0.000000 0.000000 -0.147768 0.000000 -0.538508 0.000000
0.570000 -3.644281 0.000000 0.000000 -0.153141 0.000000 -0.558090 0.000000
0.590000 -3.644281 0.000000 0.000000 -0.158515 0.000000 -0.577672 0.000000
0.610000 -3.644281 0.000000 0.000000 -0.163888 0.000000 -0.597254 0.000000
0.630000 -3.644281 0.000000 0.000000 -0.169261 0.000000 -0.616836 0.000000
0.650000 -3.644281 0.000000 0.000000 -0.174635 0.000000 -0.636418 0.000000
0.670000 -3.644281 0.000000 0.000000 -0.180008 0.000000 -0.656001 0.000000
0.690000 -3.644281 0.000000 0.000000 -0.185382 0.000000 -0.675583 0.000000
0.710000 -3.644281 0.000000 0.000000 -0.190755 0.000000 -0.695165 0.000000
0.730000 -3.644281 0.000000 0.000000 -0.196128 0.000000 -0.714747 0.000000
0.750000 -3.644281 0.000000 0.000000 -0.201502 0.000000 -0.734329 0.000000
0.770000 -3.644281 0.000000 0.000000 -0.206875 0.000000 -0.753911 0.000000
0.790000 -3.644281 0.000000 0.000000 -0.212249 0.000000 -0.773493 0.000000
0.810000 -3.644281 0.000000 0.000000 -0.217622 0.000000 -0.793075 0.000000
0.830000 -3.644281 0.000000 0.000000 -0.222995 0.000000 -0.812657 0.000000
0.850000 -3.644281 0.000000 0.000000 -0.228369 0.000000 -0.832240 0.000000
0.870000 -3.644281 0.000000 0.000000 -0.233742 0.000000 -0.851822 0.000000
0.890000 -3.644281 0.000000 0.000000 -0.239115 0.000000 -0.871404 0.000000
0.910000 -3.644281 0.000000 0.000000 -0.244489 0.000000 -0.890986 0.000000
0.930000 -3.644281 0.000000 0.000000 -0.249862 0.000000 -0.910568 0.000000
0.950000 -3.644281 0.000000 0.000000 -0.255236 0.000000 -0.930150 0.000000
0.970000 -3.644281 0.000000 0.000000 -0.260609 0.000000 -0.949732 0.000000
0.990000 -3.644281 0.000000 0.000000 -0.265982 0.000000 -0.969314 0.000000
1.010000 -3.644281 0.000000 0.000000 -0.271356 0.000000 -0.988896 0.000000
1.030000 -3.644281 0.000000 0.000000 -0.276729 0.000000 -1.008479 0.000000
1.050000 -3.644281 0.000000 0.000000 -0.282102 0.000000 -1.028061 0.000000
1.070000 -3.644281 0.000000 0.000000 -0.287476 0.000000 -1.047643 0.000000
1.090000 -3.644281 0.000000 0.000000 -0.292849 0.000000 -1.067225 0.000000
1.110000 -3.644281 0.000000 0.000000 -0.298223 0.000000 -1.086807 0.000000
1.130000 -3.644281 0.000000 0.000000 -0.303596 0.000000 -1.106389 0.000000
1.150000 -3.644281 0.000000 0.000000 -0.308969 0.000000 -1.125971 0.000000
1.170000 -3.644281 0.000000 0.000000 -0.314343 0.000000 -1.145553 0.000000
1.190000 -3.644281 0.000000 0.000000 -0.319716 0.000000 -1.165135 0.000000
1.210000 -3.644281 0.000000 0.000000 -0.325089 0.000000 -1.184717 0.000000
1.230000 -3.644281 0.000000 0.000000 -0.330463 0.000000 -1.204300 0.000000
1.250000 -3.644281 0.000000 0.000000 -0.335836 0.000000 -1.223882 0.000000
1.270000 -3.644281 0.000000 0.000000 -0.341210 0.000000 -1.243464 0.000000
1.290000 -3.644281 0.000000 0.000000 -0.346583 0.000000 -1.263046 0.000000
1.310000 -3.644281 0.000000 0.000000 -0.351956 0.000000 -1.282628 0.000000
1.330000 -3.644281 0.000000 0.000000 -0.357330 0.000000 -1.302210 0.000000
1.350000 -3.644281 0.000000 0.000000 -0.362703 0.000000 -1.321792 0.000000
1.370000 -3.644281 0.000000 0.000000 -0.368077 0.000000 -1.341374 0.000000
1.390000 -3.644281 0.000000 0.000000 -0.373450 0.000000 -1.360956 0.000000
1.410000 -3.644281 0.000000 0.000000 -0.378823 0.000000 -1.380539 0.000000
1.430000 -3.644281 0.000000 0.000000 -0.384197 0.000000 -1.400121 0.000000
1.450000 -3.644281 0.000000 0.000000 -0.389570 0.000000 -1.419703 0.000000
1.470000 -3.644281 0.000000 0.000000 -0.394943 0.000000 -1.439285 0.000000
1.490000 -3.644281 0.000000 0.000000 -0.400317 0.000000 -1.458867 0.000000
1.510000 -3.644281 0.000000 0.000000 -0.405690 0.000000 -1.478449 0.000000
1.530000 -3.644281 0.000000 0.000000 -0.411064 0.000000 -1.498031 0.000000
1.550000 -3.644281 0.000000 0.000000 -0.416437 0.000000 -1.517613 0.000000
1.570000 -3.644281 0.000000 0.000000 -0.421810 0.000000 -1.537195 0.000000
1.590000 -3.644281 0.000000 0.000000 -0.427184 0.000000 -1.556777 0.000000
1.610000 -3.644281 0.000000 0.000000 -0.432557 0.000000 -1.576360 0.000000
1.630000 -3.644281 0.000000 0.000000 -0.437930 0.000000 -1.595942 0.000000
1.650000 -3.644281 0.000000 0.000000 -0.443304 0.000000 -1.615524 0.000000
1.670000 -3.644281 0.000000 0.000000 -0.448677 0.000000 -1.635106 0.000000
1.690000 -3.644281 0.000000 0.000000 -0.454051 0.000000 -1.654688 0.000000
1.710000 -3.644281 0.000000 0.000000 -0.459424 0.000000 -1.674270 0.000000
1.730000 -3.644281 0.000000 0.000000 -0.464797 0.000000 -1.693852 0.000000
1.750000 -3.644281 0.000000 0.000000 -0.470171 0.000000 -1.713434 0.000000
1.770000 -3.644281 0.000000 0.000000 -0.475544 0.000000 -1.733016 0.000000
1.790000 -3.644281 0.000000 0.000000 -0.480918 0.000000 -1.752599 0.000000
1.810000 -3.644281 0.000000 0.000000 -0.486291 0.000000 -1.772181 0.000000
1.830000 -3.644281 0.000000 0.000000 -0.491664 0.000000 -1.791763 0.000000
1.850000 -3.644281 0.000000 0.000000 -0.497038 0.000000 -1.811345 0.000000
1.870000 -3.644281 0.000000 0.000000 -0.502411 0.000000 -1.830927 0.000000
1.890000 -3.644281 0.000000 0.000000 -0.507784 0.000000 -1.850509 0.000000
1.910000 -3.644281 0.000000 0.000000 -0.513158 0.000000 -1.870091 0.000000
1.930000 -3.644281 0.000000 0.000000 -0.518531 0.000000 -1.889673 0.000000
1.950000 -3.644281 0.000000 0.000000 -0.523905 0.000000 -1.909255 0.000000
1.970000 -3.644281 0.000000 0.000000 -0.529278 0.000000 -1.928838 0.000000
1.990000 -3.644281 0.000000 0.000000 -0.534651 0.000000 -1.948420 0.000000
2.010000 -3.644281 0.000000 0.000000 -0.540025 0.000000 -1.968002 0.000000
2.030000 -3.644281 0.000000 0.000000 -0.545398 0.000000 -1.987584 0.000000
2.050000 -3.644281 0.000000 0.000000 -0.550771 0.000000 -2.007166 0.000000
2.070000 -3.644281 0.000000 0.000000 -0.556145 0.000000 -2.026748 0.000000
2.090000 -3.644281 0.000000 0.000000 -0.561518 0.000000 -2.046330 0.000000
2.110000 -3.644281 0.000000 0.000000 -0.566892 0.000000 -2.065912 0.000000
2.130000 -3.644281 0.000000 0.000000 -0.572265 0.000000 -2.085494 0.000000
2.150000 -3.644281 0.000000 0.000000 -0.577638 0.000000 -2.105076 0.000000
2.170000 -3.644281 0.000000 0.000000 -0.583012 0.000000 -2.124659 0.000000
2.190000 -3.644281 0.000000 0.000000 -0.588385 0.000000 -2.144241 0.000000
2.210000 -3.644281 0.000000 0.000000 -0.593758 0.000000 -2.163823 0.000000
2.230000 -3.644281 0.000000 0.000000 -0.599132 0.000000 -2.183405 0.000000
2.250000 -3.644281 0.000000 0.000000 -0.604505 0.000000 -2.202987 0.000000
2.270000 -3.644281 0.000000 0.000000 -0.609879 0.000000 -2.222569 0.000000
2.290000 -3.644281 0.000000 0.000000 -0.615252 0.000000 -2.242151 0.000000
2.310000 -3.644281 0.000000 0.000000 -0.620625 0.000000 -2.261733 0.000000
2.330000 -3.644281 0.000000 0.000000 -0.625999 0.000000 -2.281315 0.000000
2.350000 -3.644281 0.000000 0.000000 -0.631372 0.000000 -2.300898 0.000000
2.370000 -3.644281 0.000000 0.000000 -0.636746 0.000000 -2.320480 0.000000
2.390000 -3.644281 0.000000 0.000000 -0.642119 0.000000 -2.340062 0.000000
2.410000 -3.644281 0.000000 0.000000 -0.647492 0.000000 -2.359644 0.000000
2.430000 -3.644281 0.000000 0.000000 -0.652866 0.000000 -2.379226 0.000000
2.450000 -3.644281 0.000000 0.000000 -0.658239 0.000000 -2.398808 0.000000
2.470000 -3.644281 0.000000 0.000000 -0.663612 0.000000 -2.418390 0.000000
2.490000 -3.644281 0.000000 0.000000 -0.668986 0.000000 -2.437972 0.000000
2.510000 -3.644281 0.000000 0.000000 -0.674359 0.000000 -2.457554 0.000000
2.530000 -3.644281 0.000000 0.000000 -0.679733 0.000000 -2.477137 0.000000
2.550000 -3.644281 0.000000 0.000000 -0.685106 0.000000 -2.496719 0.000000
2.570000 -3.644281 0.000000 0.000000 -0.690479 0.000000 -2.516301 0.000000
2.590000 -3.644281 0.000000 0.000000 -0.695853 0.000000 -2.535883 0.000000
2.610000 -3.644281 0.000000 0.000000 -0.701226 0.000000 -2.555465 0.000000
2.630000 -3.644281 0.000000 0.000000 -0.706599 0.000000 -2.575047 0.000000
2.650000 -3.644281 0.000000 0.000000 -0.711973 0.000000 -2.594629 0.000000
2.670000 -3.644281 0.000000 0.000000 -0.717346 0.000000 -2.614211 0.000000
2.690000 -3.644281 0.000000 0.000000 -0.722720 0.000000 -2.633793 0.000000
2.710000 -3.644281 0.000000 0.000000 -0.728093 0.000000 -2.653375 0.000000
2.730000 -3.644281 0.000000 0.000000 -0.733466 0.000000 -2.672958 0.000000
2.750000 -3.644281 0.000000 0.000000 -0.738840 0.000000 -2.692540 0.000000
2.770000 -3.644281 0.000000 0.000000 -0.744213 0.000000 -2.712122 0.000000
2.790000 -3.644281 0.000000 0.000000 -0.749587 0.000000 -2.731704 0.000000
2.810000 -3.644281 0.000000 0.000000 -0.754960 0.000000 -2.751286 0.000000
2.830000 -3.644281 0.000000 0.000000 -0.760333 0.000000 -2.770868 0.000000
2.850000 -3.644281 0.000000 0.000000 -0.765707 0.000000 -2.790450 0.000000
2.870000 -3.644281 0.000000 0.000000 -0.771080 0.000000 -2.810032 0.000000
2.890000 -3.644281 0.000000 0.000000 -0.776453 0.000000 -2.829614 0.000000
2.910000 -3.644281 0.000000 0.000000 -0.781827 0.000000 -2.849197 0.000000
2.930000 -3.644281 0.000000 0.000000 -0.787200 0.000000 -2.868779 0.000000
2.950000 -3.644281 0.000000 0.000000 -0.792574 0.000000 -2.888361 0.000000
2.970000 -3.644275 0.000004 0.000000 -0.797946 0.000002 -2.907938 0.000005
2.990000 -3.644272 0.000006 0.000000 -0.803318 0.000002 -2.927518 0.000007
3.010000 -3.644266 0.000010 0.000000 -0.808690 0.000004 -2.947095 0.000012
3.030000 -3.644169 0.000076 0.000001 -0.814042 0.000031 -2.966598 0.000091
3.050000 -3.643919 0.000248 0.000002 -0.819359 0.000099 -2.985975 0.000296
3.070000 -3.643081 0.000834 0.000007 -0.824542 0.000329 -3.004863 0.000990
3.090000 -3.640999 0.002310 0.000019 -0.829440 0.000901 -3.022711 0.002724
3.110000 -3.636242 0.005732 0.000047 -0.833717 0.002206 -3.038301 0.006717
3.130000 -3.626082 0.013144 0.000107 -0.836735 0.004994 -3.049296 0.015304
3.150000 -3.606275 0.027802 0.000223 -0.837481 0.010429 -3.052017 0.032165
3.170000 -3.571214 0.054131 0.000429 -0.834605 0.020050 -3.041534 0.062230
3.190000 -3.511882 0.099328 0.000777 -0.825917 0.036331 -3.009873 0.113473
3.210000 -3.418153 0.171779 0.001327 -0.808914 0.062050 -2.947909 0.195019
3.230000 -3.278610 0.281256 0.002145 -0.780725 0.100341 -2.845181 0.317329
3.250000 -3.085518 0.435111 0.003278 -0.739294 0.153326 -2.694195 0.487897
3.270000 -2.823221 0.647256 0.004817 -0.680610 0.225301 -2.480334 0.721340
3.290000 -2.482539 0.927059 0.006816 -0.602140 0.318785 -2.194368 1.026888
3.310000 -2.068275 1.272974 0.009246 -0.504710 0.432460 -1.839306 1.401533
3.330000 -1.568367 1.697084 0.012179 -0.385033 0.569636 -1.403168 1.857253
3.350000 -0.994951 2.191954 0.015543 -0.245727 0.726983 -0.895497 2.384506
3.370000 -0.363477 2.746919 0.019248 -0.090305 0.900261 -0.329097 2.970488
3.390000 0.327985 3.365452 0.023304 0.081971 1.090000 0.298725 3.617892
3.410000 1.054436 4.028040 0.027566 0.265082 1.289340 0.966034 4.304783
3.430000 1.800639 4.722647 0.031944 0.455330 1.494100 1.659352 5.017683
3.450000 2.543161 5.429440 0.036300 0.646843 1.697850 2.357277 5.735190
3.470000 3.278541 6.145367 0.040614 0.838718 1.899640 3.056523 6.454018
3.490000 3.968258 6.835748 0.044661 1.021012 2.088900 3.720856 7.137934
3.510000 4.617377 7.503902 0.048469 1.194836 2.267020 4.354317 7.790976
3.530000 5.210557 8.134591 0.051949 1.356015 2.429790 4.941700 8.397942
3.550000 5.734568 8.713887 0.055023 1.500841 2.573580 5.469487 8.945311
3.570000 6.176364 9.227459 0.057615 1.625574 2.694810 5.924049 9.419455
3.590000 6.548263 9.684500 0.059797 1.733111 2.796860 6.315942 9.830930
3.610000 6.852014 10.084541 0.061579 1.823606 2.880210 6.645734 10.180305
3.630000 7.084920 10.422846 0.062945 1.896039 2.944120 6.909699 10.463851
3.650000 7.236303 10.686701 0.063833 1.947221 2.985660 7.096222 10.669956
3.670000 7.327957 10.895146 0.064371 1.982689 3.010810 7.225477 10.818794
3.690000 7.353467 11.039825 0.064521 2.000434 3.017810 7.290143 10.903042
3.710000 7.326463 11.132420 0.064362 2.003890 3.010400 7.302739 10.935220
3.730000 7.256019 11.180515 0.063949 1.995322 2.991070 7.271513 10.923576
3.750000 7.129926 11.170010 0.063209 1.971161 2.956470 7.183463 10.855108
3.770000 6.984811 11.137420 0.062358 1.941341 2.916650 7.074791 10.766018
3.790000 6.785177 11.044496 0.061187 1.895859 2.861870 6.909044 10.619854
3.810000 6.585216 10.947373 0.060014 1.849697 2.807000 6.740817 10.471209
3.830000 6.355079 10.813729 0.058664 1.794426 2.743850 6.539391 10.289365
3.850000 6.104316 10.652936 0.057192 1.732621 2.675040 6.314156 10.083712
3.870000 5.838320 10.470204 0.055632 1.665730 2.602050 6.070388 9.859526
3.890000 5.564125 10.272812 0.054023 1.595703 2.526810 5.815191 9.623911
3.910000 5.291751 10.071727 0.052425 1.525393 2.452070 5.558962 9.387264
3.930000 5.014458 9.859286 0.050798 1.452855 2.375980 5.294611 9.142495
3.950000 4.741902 9.646377 0.049199 1.380878 2.301190 5.032308 8.899774
3.970000 4.471533 9.430154 0.047613 1.308738 2.227000 4.769408 8.656456
3.990000 4.189393 9.194264 0.045958 1.232337 2.149580 4.490984 8.397614
4.010000 3.926203 8.974661 0.044414 1.160707 2.077360 4.229944 8.156157
4.030000 3.673508 8.761848 0.042931 1.091420 2.008020 3.977440 7.923234
4.050000 3.412067 8.532883 0.041398 1.018775 1.936280 3.712703 7.678079
4.070000 3.165094 8.315757 0.039949 0.949701 1.868510 3.460977 7.445935
4.090000 2.932407 8.110723 0.038584 0.884206 1.804660 3.222294 7.226835
4.110000 2.695529 7.895245 0.037194 0.816754 1.739660 2.976483 7.000606
4.130000 2.484051 7.706339 0.035953 0.756339 1.681630 2.756311 6.800016
4.150000 2.272902 7.513060 0.034714 0.695400 1.623690 2.534232 6.597519
4.170000 2.065396 7.319634 0.033497 0.634958 1.566750 2.313966 6.396835
4.190000 1.870682 7.137997 0.032355 0.577856 1.513320 2.105870 6.208322
4.210000 1.680742 6.958112 0.031240 0.521662 1.461200 1.901082 6.023115
4.230000 1.501116 6.787429 0.030187 0.468123 1.411910 1.705973 5.847588
4.250000 1.329798 6.623633 0.029182 0.416659 1.364900 1.518421 5.679619
4.270000 1.165441 6.465192 0.028217 0.366880 1.319800 1.337013 5.517793
4.290000 1.009612 6.314466 0.027303 0.319314 1.277040 1.163668 5.364030
4.310000 0.863257 6.173048 0.026444 0.274298 1.236880 0.999620 5.219564
4.330000 0.715773 6.026614 0.025579 0.228491 1.196410 0.832685 5.072211
4.350000 0.586365 5.901887 0.024820 0.188045 1.160900 0.685291 4.944399
4.370000 0.462058 5.781272 0.024091 0.148862 1.126790 0.542495 4.821186
4.390000 0.337351 5.657126 0.023359 0.109182 1.092570 0.397891 4.696164
4.410000 0.222192 5.543676 0.022684 0.072239 1.060970 0.263260 4.581114
4.430000 0.112900 5.435948 0.022042 0.036873 1.030980 0.134374 4.471810
4.450000 0.007325 5.331012 0.021423 0.002403 1.002010 0.008758 4.365776
4.470000 -0.087452 5.239427 0.020867 -0.028819 0.976003 -0.105025 4.271576
4.490000 -0.185570 5.140586 0.020291 -0.061427 0.949079 -0.223858 4.172325
4.510000 -0.273944 5.053963 0.019773 -0.091084 0.924829 -0.331937 4.083828
4.530000 -0.359326 4.969715 0.019272 -0.120003 0.901400 -0.437325 3.998022
4.550000 -0.438480 4.892886 0.018808 -0.147084 0.879680 -0.536017 3.918912
4.570000 -0.516347 4.816102 0.018351 -0.173966 0.858313 -0.633980 3.840531
4.590000 -0.589109 4.745334 0.017924 -0.199349 0.838347 -0.726484 3.767610
4.610000 -0.651966 4.688295 0.017555 -0.221580 0.821099 -0.807501 3.706175
4.630000 -0.718098 4.624546 0.017167 -0.245115 0.802952 -0.893269 3.639988
4.650000 -0.781738 4.563138 0.016794 -0.267991 0.785489 -0.976634 3.576206
4.670000 -0.835983 4.515258 0.016476 -0.287820 0.770604 -1.048895 3.523527
4.690000 -0.893552 4.460660 0.016138 -0.308957 0.754807 -1.125927 3.466077
4.710000 -0.943297 4.417429 0.015846 -0.327548 0.741157 -1.193677 3.417909
4.730000 -0.996120 4.367896 0.015536 -0.347359 0.726662 -1.265874 3.365294
4.750000 -1.044316 4.324744 0.015253 -0.365705 0.713437 -1.332733 3.318017
4.770000 -1.084086 4.294528 0.015020 -0.381231 0.702524 -1.389312 3.281021
4.790000 -1.126706 4.258525 0.014770 -0.397880 0.690829 -1.449986 3.239929
4.810000 -1.163528 4.231355 0.014554 -0.412598 0.680725 -1.503625 3.205872
4.830000 -1.199260 4.205160 0.014344 -0.427038 0.670920 -1.556245 3.172834
4.850000 -1.235911 4.176500 0.014129 -0.441911 0.660863 -1.610447 3.138214
4.870000 -1.265280 4.159664 0.013957 -0.454278 0.652804 -1.655515 3.112728
4.890000 -1.296387 4.139061 0.013774 -0.467358 0.644268 -1.703183 3.084643
4.910000 -1.323905 4.124079 0.013613 -0.479230 0.636717 -1.746449 3.060958
4.930000 -1.349240 4.112349 0.013464 -0.490390 0.629765 -1.787120 3.039869
4.950000 -1.371223 4.106073 0.013335 -0.500402 0.623733 -1.823605 3.022967
4.970000 -1.396707 4.092912 0.013186 -0.511761 0.616740 -1.865002 3.001152
4.990000 -1.416645 4.089319 0.013069 -0.521155 0.611269 -1.899237 2.986499
5.010000 -1.431630 4.094435 0.012981 -0.528779 0.607157 -1.927020 2.978298
5.030000 -1.453164 4.087024 0.012855 -0.538875 0.601248 -1.963814 2.961086
5.050000 -1.468004 4.091689 0.012768 -0.546543 0.597176 -1.991756 2.952726
5.070000 -1.481579 4.098438 0.012688 -0.553781 0.593451 -2.018135 2.945929
5.090000 -1.493660 4.107762 0.012617 -0.560499 0.590136 -2.042617 2.941029
5.110000 -1.501141 4.125703 0.012573 -0.565520 0.588083 -2.060915 2.942314
5.130000 -1.513922 4.133265 0.012498 -0.572567 0.584576 -2.086596 2.936214
5.150000 -1.522774 4.148248 0.012446 -0.578160 0.582147 -2.106979 2.935414
5.170000 -1.530514 4.165277 0.012401 -0.583356 0.580023 -2.125913 2.936062
5.190000 -1.533991 4.190662 0.012380 -0.586943 0.579069 -2.138985 2.942572
5.210000 -1.538794 4.213410 0.012352 -0.591050 0.577751 -2.153951 2.947188
5.230000 -1.541367 4.240632 0.012337 -0.594311 0.577045 -2.165835 2.954886
5.250000 -1.541906 4.272032 0.012334 -0.596792 0.576897 -2.174878 2.965425
5.270000 -1.538805 4.310992 0.012352 -0.597861 0.577748 -2.178772 2.981113
5.290000 -1.537992 4.345452 0.012357 -0.599813 0.577971 -2.185885 2.993582
5.310000 -1.538255 4.377827 0.012355 -0.602183 0.577899 -2.194524 3.004525
5.330000 -1.535070 4.417538 0.012374 -0.603200 0.578773 -2.198228 3.020403
5.350000 -1.528189 4.465271 0.012415 -0.602749 0.580661 -2.196587 3.041626
5.370000 -1.523991 4.507643 0.012439 -0.603340 0.581813 -2.198742 3.059054
5.390000 -1.512748 4.565362 0.012505 -0.601120 0.584898 -2.190650 3.086728
5.410000 -1.506214 4.613404 0.012543 -0.600744 0.586691 -2.189281 3.107679
5.430000 -1.493707 4.674765 0.012617 -0.597958 0.590123 -2.179128 3.137414
5.450000 -1.482719 4.733325 0.012681 -0.595746 0.593138 -2.171066 3.165058
5.470000 -1.466641 4.803596 0.012776 -0.591448 0.597550 -2.155404 3.200302
5.490000 -1.453638 4.867680 0.012852 -0.588348 0.601118 -2.144106 3.231183
5.510000 -1.439050 4.935862 0.012937 -0.584566 0.605121 -2.130321 3.264549
5.530000 -1.421219 5.011960 0.013042 -0.579418 0.610014 -2.111561 3.302892
5.550000 -1.402436 5.090932 0.013152 -0.573828 0.615168 -2.091190 3.342844
5.570000 -1.382119 5.174159 0.013271 -0.567553 0.620743 -2.068322 3.385294
5.590000 -1.361861 5.258053 0.013390 -0.561242 0.626302 -2.045323 3.427875
5.610000 -1.341351 5.343333 0.013511 -0.554767 0.631930 -2.021728 3.471053
5.630000 -1.317167 5.438012 0.013653 -0.546707 0.638566 -1.992355 3.520008
5.650000 -1.291245 5.537722 0.013805 -0.537852 0.645679 -1.960084 3.571861
5.670000 -1.265462 5.638106 0.013956 -0.528978 0.652754 -1.927746 3.623782
5.690000 -1.234179 5.752619 0.014139 -0.517722 0.661338 -1.886723 3.684386
5.710000 -1.208903 5.853887 0.014288 -0.508901 0.668274 -1.854578 3.736114
5.730000 -1.175004 5.977022 0.014487 -0.496363 0.677576 -1.808887 3.801387
5.750000 -1.142650 6.097681 0.014676 -0.484381 0.686454 -1.765219 3.864637
5.770000 -1.111302 6.217116 0.014860 -0.472730 0.695056 -1.722762 3.926676
5.790000 -1.076116 6.347252 0.015067 -0.459350 0.704711 -1.673999 3.995021
5.810000 -1.042443 6.474977 0.015264 -0.446513 0.713951 -1.627219 4.061383
5.830000 -1.004856 6.613817 0.015485 -0.431895 0.724265 -1.573946 4.134238
5.850000 -0.966026 6.757240 0.015713 -0.416630 0.734920 -1.518316 4.209450
5.870000 -0.927269 6.901976 0.015940 -0.401282 0.745555 -1.462384 4.284964
5.890000 -0.885914 7.054860 0.016183 -0.384691 0.756903 -1.401924 4.365007
5.910000 -0.843604 7.211801 0.016431 -0.367563 0.768513 -1.339502 4.447010
5.930000 -0.796720 7.382240 0.016706 -0.348310 0.781378 -1.269340 4.536755
5.950000 -0.754519 7.542263 0.016953 -0.330973 0.792958 -1.206160 4.619517
5.970000 -0.711765 7.705394 0.017204 -0.313268 0.804690 -1.141638 4.703621
5.990000 -0.666892 7.875803 0.017468 -0.294502 0.817003 -1.073248 4.791593
6.010000 -0.617487 8.060046 0.017757 -0.273595 0.830560 -0.997057 4.887366
6.030000 -0.569080 8.243542 0.018041 -0.252986 0.843843 -0.921952 4.982053
6.050000 -0.523173 8.422194 0.018311 -0.233349 0.856440 -0.850390 5.073197
6.070000 -0.473567 8.612717 0.018602 -0.211922 0.870052 -0.772303 5.170866
6.090000 -0.424675 8.803249 0.018889 -0.190669 0.883468 -0.694851 5.267900
6.110000 -0.376859 8.992768 0.019169 -0.169756 0.896589 -0.618639 5.363695
6.130000 -0.323776 9.198792 0.019480 -0.146322 0.911155 -0.533240 5.468676
6.150000 -0.279451 9.382511 0.019741 -0.126703 0.923318 -0.461741 5.559757
6.170000 -0.230526 9.580945 0.020028 -0.104860 0.936743 -0.382141 5.658939
6.190000 -0.179065 9.788525 0.020329 -0.081716 0.950864 -0.297797 5.762865
6.210000 -0.127492 9.998510 0.020632 -0.058369 0.965016 -0.212711 5.867533
6.230000 -0.087018 10.178828 0.020869 -0.039967 0.976122 -0.145652 5.954175
6.250000 -0.031399 10.404459 0.021196 -0.014468 0.991384 -0.052725 6.066684
6.270000 0.011589 10.595745 0.021448 0.005357 1.003180 0.019522 6.158513
6.290000 0.059365 10.802804 0.021728 0.027529 1.016290 0.100323 6.258896
6.310000 0.105976 11.008431 0.022002 0.049299 1.029080 0.179661 6.357815
6.330000 0.151493 11.212784 0.022269 0.070697 1.041570 0.257640 6.455377
6.350000 0.193074 11.407360 0.022513 0.090386 1.052980 0.329394 6.546713
6.370000 0.237425 11.612005 0.022773 0.111499 1.065150 0.406334 6.643235
6.390000 0.278933 11.809988 0.023016 0.131403 1.076540 0.478871 6.735354
6.410000 0.319458 12.006786 0.023254 0.150965 1.087660 0.550160 6.826225
6.430000 0.358087 12.199574 0.023481 0.169748 1.098260 0.618610 6.914258
6.450000 0.399377 12.402223 0.023723 0.189910 1.109590 0.692086 7.007315
6.470000 0.433013 12.583062 0.023920 0.206543 1.118820 0.752702 7.087514
6.490000 0.470659 12.777874 0.024141 0.225194 1.129150 0.820670 7.175064
6.510000 0.503385 12.958998 0.024333 0.241594 1.138130 0.880437 7.254413
6.530000 0.536912 13.144143 0.024530 0.258477 1.147330 0.941963 7.335521
6.550000 0.571059 13.332786 0.024730 0.275758 1.156700 1.004939 7.418079
6.570000 0.599120 13.503629 0.024895 0.290192 1.164400 1.057540 7.490262
