3000
#Neutron PDFs for Ar 1 
#dr G_K(r) R(r) rho(r) G(r) g(r) D(r) T(r)
13.550000 0.152076 51.386771 0.022272 0.151917 1.041730 0.553627 13.820504
13.570000 0.149525 51.503946 0.022257 0.149589 1.041030 0.545143 13.831603
13.590000 0.147302 51.625607 0.022244 0.147582 1.040420 0.537830 13.843872
13.610000 0.145006 51.746318 0.022231 0.145496 1.039790 0.530227 13.855850
13.630000 0.140378 51.835124 0.022204 0.141059 1.038520 0.514057 13.859263
13.650000 0.135604 51.921779 0.022176 0.136461 1.037210 0.497304 13.862092
13.670000 0.134911 52.064503 0.022171 0.135964 1.037020 0.495489 13.879859
13.690000 0.130283 52.153013 0.022144 0.131491 1.035750 0.479191 13.883143
13.710000 0.125728 52.242382 0.022118 0.127079 1.034500 0.463112 13.886646
13.730000 0.123140 52.358955 0.022102 0.124645 1.033790 0.454243 13.897359
13.750000 0.117492 52.432872 0.022069 0.119101 1.032240 0.434037 13.896736
13.770000 0.113410 52.528458 0.022045 0.115131 1.031120 0.419569 13.901849
13.790000 0.109110 52.620870 0.022020 0.110926 1.029940 0.404246 13.906108
13.810000 0.103534 52.695219 0.021987 0.105410 1.028410 0.384144 13.905589
13.830000 0.099598 52.792460 0.021964 0.101550 1.027330 0.370076 13.911103
13.850000 0.094642 52.875170 0.021935 0.096636 1.025970 0.352169 13.912778
13.870000 0.089904 52.960797 0.021907 0.091931 1.024670 0.335023 13.915214
13.890000 0.085823 53.055586 0.021883 0.087884 1.023550 0.320275 13.920048
13.910000 0.079628 53.120111 0.021847 0.081658 1.021850 0.297583 13.916938
13.930000 0.076311 53.225533 0.021828 0.078369 1.020940 0.285599 13.924537
13.950000 0.069569 53.281755 0.021788 0.071548 1.019090 0.260741 13.919261
13.970000 0.066217 53.386405 0.021768 0.068198 1.018170 0.248531 13.926633
13.990000 0.059876 53.447878 0.021731 0.061755 1.016430 0.225053 13.922737
14.010000 0.055247 53.533832 0.021704 0.057063 1.015160 0.207954 13.925220
14.030000 0.050911 53.623853 0.021679 0.052659 1.013970 0.191904 13.928752
14.050000 0.043039 53.662287 0.021632 0.044580 1.011810 0.162463 13.918894
14.070000 0.037828 53.739114 0.021602 0.039238 1.010380 0.142995 13.919007
14.090000 0.034256 53.839727 0.021581 0.035584 1.009400 0.129679 13.925273
14.110000 0.028826 53.912981 0.021549 0.029986 1.007910 0.109278 13.924454
14.130000 0.024781 54.006383 0.021525 0.025815 1.006800 0.094076 13.928835
14.150000 0.018768 54.070617 0.021490 0.019579 1.005150 0.071350 13.925690
14.170000 0.013265 54.142116 0.021458 0.013858 1.003640 0.050501 13.924424
14.190000 0.008491 54.224191 0.021430 0.008883 1.002330 0.032372 13.925877
14.210000 0.004082 54.311508 0.021404 0.004276 1.001120 0.015583 13.928670
14.230000 -0.002580 54.365048 0.021365 -0.002707 0.999292 -0.009864 13.922805
14.250000 -0.004894 54.483330 0.021351 -0.005142 0.998657 -0.018738 13.933513
14.270000 -0.010445 54.553050 0.021319 -0.010988 0.997134 -0.040043 13.931790
14.290000 -0.013039 54.667011 0.021304 -0.013737 0.996422 -0.050061 13.941354
14.310000 -0.020000 54.715058 0.021263 -0.021099 0.994512 -0.076892 13.934105
14.330000 -0.024198 54.804550 0.021238 -0.025564 0.993360 -0.093163 13.937417
14.350000 -0.027959 54.900540 0.021216 -0.029579 0.992328 -0.107793 13.942369
14.370000 -0.033906 54.963137 0.021181 -0.035921 0.990696 -0.130905 13.938839
14.390000 -0.039212 55.035235 0.021150 -0.041600 0.989240 -0.151601 13.937725
14.410000 -0.041964 55.146202 0.021134 -0.044581 0.988485 -0.162464 13.946444
14.430000 -0.046242 55.233708 0.021109 -0.049194 0.987311 -0.179276 13.949214
14.450000 -0.050710 55.318145 0.021082 -0.054022 0.986085 -0.196870 13.951202
14.470000 -0.054180 55.417827 0.021062 -0.057798 0.985133 -0.210631 13.957024
14.490000 -0.057602 55.518158 0.021042 -0.061533 0.984194 -0.224243 13.962993
14.510000 -0.062000 55.603248 0.021016 -0.066323 0.982987 -0.241701 13.965118
14.530000 -0.065047 55.709217 0.020998 -0.069678 0.982151 -0.253927 13.972474
14.550000 -0.067303 55.827479 0.020985 -0.072194 0.981532 -0.263095 13.982888
14.570000 -0.071789 55.910852 0.020959 -0.077112 0.980301 -0.281017 13.984548
14.590000 -0.074274 56.025449 0.020944 -0.079891 0.979619 -0.291146 13.994001
14.610000 -0.076588 56.142738 0.020931 -0.082493 0.978984 -0.300628 14.004101
14.630000 -0.080327 56.237554 0.020909 -0.086639 0.977958 -0.315736 14.008575
14.650000 -0.081242 56.376945 0.020903 -0.087745 0.977707 -0.319768 14.024125
14.670000 -0.084285 56.482701 0.020886 -0.091156 0.976872 -0.332198 14.031277
14.690000 -0.086938 56.594607 0.020870 -0.094154 0.976144 -0.343122 14.039935
14.710000 -0.089835 56.702597 0.020853 -0.097424 0.975349 -0.355039 14.047600
14.730000 -0.090841 56.840801 0.020847 -0.098648 0.975073 -0.359503 14.062719
14.750000 -0.094059 56.943646 0.020828 -0.102282 0.974190 -0.372743 14.069061
14.770000 -0.095334 57.077661 0.020821 -0.103809 0.973840 -0.378310 14.083076
14.790000 -0.097546 57.196669 0.020808 -0.106362 0.973233 -0.387612 14.093356
14.810000 -0.100119 57.309860 0.020793 -0.109315 0.972527 -0.398374 14.102177
14.830000 -0.100323 57.461443 0.020791 -0.109685 0.972471 -0.399725 14.120408
14.850000 -0.102142 57.586970 0.020781 -0.111824 0.971972 -0.407519 14.132195
14.870000 -0.102470 57.736844 0.020779 -0.112334 0.971882 -0.409378 14.149918
14.890000 -0.105134 57.848716 0.020763 -0.115410 0.971151 -0.420586 14.158293
14.910000 -0.103600 58.029368 0.020772 -0.113878 0.971572 -0.415005 14.183456
14.930000 -0.104820 58.165089 0.020765 -0.115375 0.971237 -0.420459 14.197584
14.950000 -0.105039 58.317425 0.020764 -0.115771 0.971177 -0.421900 14.215725
14.970000 -0.106260 58.453393 0.020757 -0.117273 0.970842 -0.427375 14.229832
14.990000 -0.104988 58.630754 0.020764 -0.116024 0.971191 -0.422824 14.253966
15.010000 -0.105677 58.775871 0.020760 -0.116941 0.971002 -0.426165 14.270206
15.030000 -0.103953 58.961314 0.020770 -0.115187 0.971475 -0.419773 14.296181
15.050000 -0.105189 59.097705 0.020763 -0.116711 0.971136 -0.425326 14.310209
15.070000 -0.103064 59.290452 0.020775 -0.114505 0.971719 -0.417289 14.337828
15.090000 -0.104081 59.430862 0.020769 -0.115788 0.971440 -0.421965 14.352734
15.110000 -0.101111 59.638495 0.020787 -0.112633 0.972255 -0.410467 14.383814
15.130000 -0.100542 59.806073 0.020790 -0.112148 0.972411 -0.408700 14.405164
15.150000 -0.100156 59.970826 0.020792 -0.111865 0.972517 -0.407668 14.425778
15.170000 -0.098654 60.154743 0.020801 -0.110334 0.972929 -0.402086 14.450942
15.190000 -0.097142 60.339189 0.020810 -0.108785 0.973344 -0.396444 14.476166
15.210000 -0.094445 60.544180 0.020826 -0.105905 0.974084 -0.385946 14.506246
15.230000 -0.093651 60.717092 0.020831 -0.105152 0.974302 -0.383203 14.528572
15.250000 -0.092616 60.894409 0.020837 -0.104126 0.974586 -0.379465 14.551891
15.270000 -0.088822 61.119452 0.020859 -0.099992 0.975627 -0.364399 14.586539
15.290000 -0.087926 61.295111 0.020864 -0.099112 0.975873 -0.361194 14.609327
15.310000 -0.085531 61.496944 0.020878 -0.096540 0.976530 -0.351818 14.638285
15.330000 -0.084037 61.683608 0.020887 -0.094977 0.976940 -0.346123 14.663562
15.350000 -0.081348 61.891380 0.020903 -0.092057 0.977678 -0.335483 14.693784
15.370000 -0.078246 62.106778 0.020921 -0.088663 0.978529 -0.323114 14.725735
15.390000 -0.074602 62.332149 0.020942 -0.084644 0.979529 -0.308466 14.759965
15.410000 -0.073523 62.513146 0.020949 -0.083528 0.979825 -0.304401 14.783613
15.430000 -0.069311 62.749463 0.020973 -0.078844 0.980981 -0.287331 14.820264
15.450000 -0.066559 62.960657 0.020990 -0.075813 0.981736 -0.276283 14.850895
15.470000 -0.062576 63.194045 0.021013 -0.071368 0.982829 -0.260085 14.886675
15.490000 -0.060160 63.400288 0.021027 -0.068701 0.983492 -0.250366 14.915976
15.510000 -0.057354 63.613879 0.021044 -0.065581 0.984262 -0.238996 14.946928
15.530000 -0.053389 63.848544 0.021067 -0.061126 0.985350 -0.222761 14.982745
15.550000 -0.051213 64.051886 0.021080 -0.058711 0.985947 -0.213958 15.011130
15.570000 -0.048174 64.271076 0.021097 -0.055297 0.986781 -0.201519 15.043151
15.590000 -0.045175 64.490038 0.021115 -0.051921 0.987604 -0.189216 15.075037
15.610000 -0.040564 64.738426 0.021142 -0.046683 0.988869 -0.170124 15.113710
15.630000 -0.036767 64.972813 0.021164 -0.042367 0.989911 -0.154396 15.149020
15.650000 -0.033546 65.197367 0.021183 -0.038704 0.990795 -0.141048 15.181950
15.670000 -0.031159 65.407323 0.021197 -0.035996 0.991450 -0.131179 15.211402
15.690000 -0.026170 65.664937 0.021226 -0.030271 0.992819 -0.110316 15.251847
15.710000 -0.022350 65.901941 0.021249 -0.025886 0.993867 -0.094336 15.287409
15.730000 -0.019537 66.121165 0.021265 -0.022656 0.994639 -0.082567 15.318761
15.750000 -0.016086 66.352526 0.021286 -0.018678 0.995586 -0.068068 15.352841
15.770000 -0.013313 66.571995 0.021302 -0.015477 0.996347 -0.056404 15.384087
15.790000 -0.008943 66.821275 0.021328 -0.010411 0.997546 -0.037939 15.422134
15.810000 -0.004876 67.065602 0.021351 -0.005683 0.998662 -0.020712 15.458944
15.830000 -0.001221 67.302916 0.021373 -0.001425 0.999665 -0.005192 15.494045
15.850000 0.001020 67.514598 0.021386 0.001192 1.000280 0.004345 15.523165
15.870000 0.005029 67.759522 0.021410 0.005884 1.001380 0.021443 15.559845
15.890000 0.008273 67.990790 0.021429 0.009691 1.002270 0.035317 15.593301
15.910000 0.011552 68.223259 0.021448 0.013550 1.003170 0.049381 15.626947
15.930000 0.015853 68.475340 0.021473 0.018618 1.004350 0.067848 15.664996
15.950000 0.017310 68.674729 0.021482 0.020355 1.004750 0.074179 15.690910
15.970000 0.023323 68.960123 0.021517 0.027460 1.006400 0.100072 15.736385
15.990000 0.024708 69.159058 0.021525 0.029127 1.006780 0.106147 15.762041
16.010000 0.027441 69.383821 0.021541 0.032389 1.007530 0.118036 15.793513
16.030000 0.030393 69.613201 0.021558 0.035918 1.008340 0.130897 15.825955
16.050000 0.032799 69.832695 0.021572 0.038809 1.009000 0.141432 15.856073
16.070000 0.037573 70.097733 0.021600 0.044514 1.010310 0.162220 15.896443
16.090000 0.039723 70.313360 0.021613 0.047119 1.010900 0.171716 15.925521
16.110000 0.041435 70.521041 0.021623 0.049212 1.011370 0.179343 15.952731
16.130000 0.045809 70.780130 0.021649 0.054474 1.012570 0.198518 15.991487
16.150000 0.047193 70.982391 0.021657 0.056190 1.012950 0.204773 16.017324
16.170000 0.050546 71.222937 0.021677 0.060257 1.013870 0.219592 16.051725
16.190000 0.051676 71.421062 0.021683 0.061679 1.014180 0.224777 16.076493
16.210000 0.054263 71.647752 0.021698 0.064848 1.014890 0.236324 16.107621
16.230000 0.055065 71.840229 0.021703 0.065887 1.015110 0.240111 16.130991
16.250000 0.057944 72.073441 0.021720 0.069417 1.015900 0.252976 16.163438
16.270000 0.059948 72.290078 0.021732 0.071907 1.016450 0.262049 16.192093
16.290000 0.061989 72.507838 0.021744 0.074446 1.017010 0.271303 16.220929
16.310000 0.061953 72.685275 0.021743 0.074494 1.017000 0.271477 16.240685
16.330000 0.065524 72.933857 0.021764 0.078885 1.017980 0.287478 16.276269
16.350000 0.065889 73.119798 0.021767 0.079421 1.018080 0.289431 16.297804
16.370000 0.068184 73.344152 0.021780 0.082289 1.018710 0.299883 16.327838
16.390000 0.068184 73.523478 0.021780 0.082389 1.018710 0.300249 16.347786
16.410000 0.069205 73.723280 0.021786 0.083724 1.018990 0.305115 16.372233
16.430000 0.070699 73.932828 0.021795 0.085636 1.019400 0.312082 16.398783
16.450000 0.070735 74.113660 0.021795 0.085785 1.019410 0.312623 16.418906
16.470000 0.071829 74.315849 0.021801 0.087216 1.019710 0.317841 16.443706
16.490000 0.071391 74.487679 0.021799 0.086791 1.019590 0.316289 16.461736
16.510000 0.071792 74.676530 0.021801 0.087384 1.019700 0.318451 16.483480
16.530000 0.072849 74.878853 0.021807 0.088778 1.019990 0.323530 16.508142
16.550000 0.073614 75.075612 0.021812 0.089819 1.020200 0.327325 16.531518
16.570000 0.073141 75.247583 0.021809 0.089349 1.020070 0.325611 16.549387
16.590000 0.072558 75.417510 0.021806 0.088743 1.019910 0.323405 16.566763
16.610000 0.072521 75.598716 0.021805 0.088806 1.019900 0.323633 16.586572
16.630000 0.072740 75.785340 0.021807 0.089181 1.019960 0.324999 16.607521
16.650000 0.072011 75.952839 0.021802 0.088393 1.019760 0.322130 16.624234
16.670000 0.071683 76.128699 0.021801 0.088096 1.019670 0.321048 16.642734
16.690000 0.071464 76.306990 0.021799 0.087933 1.019610 0.320452 16.661720
16.710000 0.069533 76.450221 0.021788 0.085659 1.019080 0.312165 16.673015
16.730000 0.069351 76.629575 0.021787 0.085537 1.019030 0.311720 16.692152
16.750000 0.067674 76.778225 0.021777 0.083569 1.018570 0.304548 16.704563
16.770000 0.065961 76.926173 0.021767 0.081551 1.018100 0.297195 16.716791
16.790000 0.066034 77.111282 0.021767 0.081738 1.018120 0.297878 16.737057
16.810000 0.064722 77.267769 0.021760 0.080210 1.017760 0.292308 16.751068
16.830000 0.063410 77.424343 0.021752 0.078678 1.017400 0.286723 16.765066
16.850000 0.062354 77.586346 0.021746 0.077458 1.017110 0.282279 16.780205
16.870000 0.061224 77.746933 0.021739 0.076145 1.016800 0.277494 16.795001
16.890000 0.058964 77.883867 0.021726 0.073422 1.016180 0.267570 16.804659
16.910000 0.057871 78.045378 0.021720 0.072146 1.015880 0.262920 16.819591
16.930000 0.055575 78.181587 0.021706 0.069366 1.015250 0.252788 16.829041
16.950000 0.054081 78.334765 0.021697 0.067580 1.014840 0.246282 16.842118
16.970000 0.051311 78.460933 0.021681 0.064195 1.014080 0.233945 16.849363
16.990000 0.050874 78.636676 0.021678 0.063723 1.013960 0.232225 16.867224
17.010000 0.048323 78.767505 0.021663 0.060599 1.013260 0.220840 16.875422
17.030000 0.046793 78.920114 0.021655 0.058749 1.012840 0.214096 16.888260
17.050000 0.044533 79.057167 0.021641 0.055977 1.012220 0.203998 16.897744
17.070000 0.041654 79.180901 0.021624 0.052420 1.011430 0.191033 16.904362
17.090000 0.039540 79.321041 0.021612 0.049818 1.010850 0.181552 16.914462
17.110000 0.037390 79.460399 0.021599 0.047164 1.010260 0.171881 16.924373
17.130000 0.034475 79.583201 0.021582 0.043538 1.009460 0.158664 16.930738
17.150000 0.032580 79.728052 0.021571 0.041193 1.008940 0.150117 16.941774
17.170000 0.029008 79.836493 0.021550 0.036720 1.007960 0.133817 16.945056
17.190000 0.028644 80.014653 0.021548 0.036301 1.007860 0.132290 16.963111
17.210000 0.025874 80.140473 0.021532 0.032829 1.007100 0.119638 16.970041
17.230000 0.024052 80.286966 0.021521 0.030553 1.006600 0.111342 16.981327
17.250000 0.020517 80.395915 0.021500 0.026092 1.005630 0.095088 16.984655
17.270000 0.018877 80.546390 0.021491 0.024035 1.005180 0.087589 16.996739
17.290000 0.015525 80.659164 0.021471 0.019789 1.004260 0.072116 17.000848
17.310000 0.013338 80.797573 0.021458 0.017021 1.003660 0.062031 17.010344
17.330000 0.011589 80.945658 0.021448 0.014806 1.003180 0.053958 17.021854
17.350000 0.008345 81.060620 0.021429 0.010675 1.002290 0.038901 17.026379
17.370000 0.006596 81.208701 0.021419 0.008447 1.001810 0.030783 17.037843
17.390000 0.003863 81.334881 0.021403 0.004952 1.001060 0.018048 17.044690
17.410000 0.002879 81.500085 0.021397 0.003695 1.000790 0.013467 17.059691
17.430000 -0.000681 81.607696 0.021376 -0.000876 0.999813 -0.003191 17.062615
17.450000 -0.003247 81.737490 0.021361 -0.004177 0.999109 -0.015223 17.070165
17.470000 -0.004585 81.894868 0.021353 -0.005905 0.998742 -0.021518 17.083452
17.490000 -0.007839 82.009093 0.021334 -0.010108 0.997849 -0.036835 17.087718
17.510000 -0.009752 82.153511 0.021323 -0.012589 0.997324 -0.045878 17.098257
17.530000 -0.011028 82.312393 0.021315 -0.014252 0.996974 -0.051937 17.111779
17.550000 -0.013272 82.449347 0.021302 -0.017173 0.996358 -0.062582 17.120717
17.570000 -0.014566 82.607929 0.021295 -0.018868 0.996003 -0.068760 17.134121
17.590000 -0.018615 82.703746 0.021271 -0.024140 0.994892 -0.087972 17.134491
17.610000 -0.018400 82.896839 0.021272 -0.023888 0.994951 -0.087055 17.154990
17.630000 -0.020288 83.041984 0.021261 -0.026369 0.994433 -0.096095 17.165532
17.650000 -0.023389 83.159276 0.021243 -0.030434 0.993582 -0.110911 17.170299
17.670000 -0.025452 83.300366 0.021231 -0.033156 0.993016 -0.120829 17.179963
17.690000 -0.026997 83.453394 0.021222 -0.035208 0.992592 -0.128309 17.192064
17.710000 -0.028542 83.606473 0.021213 -0.037266 0.992168 -0.135807 17.204149
17.730000 -0.029719 83.768135 0.021206 -0.038846 0.991845 -0.141567 17.217971
17.750000 -0.031498 83.915919 0.021195 -0.041217 0.991357 -0.150208 17.228912
17.770000 -0.032758 84.075778 0.021188 -0.042916 0.991011 -0.156397 17.242305
17.790000 -0.034475 84.225089 0.021178 -0.045215 0.990540 -0.164777 17.253507
17.810000 -0.036578 84.365399 0.021165 -0.048027 0.989963 -0.175024 17.262842
17.830000 -0.036971 84.545760 0.021163 -0.048598 0.989855 -0.177106 17.280342
17.850000 -0.037751 84.717218 0.021159 -0.049679 0.989641 -0.181045 17.295986
17.870000 -0.040051 84.853030 0.021145 -0.052764 0.989010 -0.192288 17.304325
17.890000 -0.041552 85.007643 0.021136 -0.054804 0.988598 -0.199720 17.316475
17.910000 -0.041545 85.197989 0.021136 -0.054855 0.988600 -0.199908 17.335869
17.930000 -0.042128 85.374556 0.021133 -0.055687 0.988440 -0.202940 17.352419
17.950000 -0.043400 85.534912 0.021125 -0.057432 0.988091 -0.209300 17.365641
17.970000 -0.044067 85.709749 0.021121 -0.058380 0.987908 -0.212753 17.381770
17.990000 -0.045222 85.873075 0.021115 -0.059977 0.987591 -0.218573 17.395532
18.010000 -0.045207 86.064465 0.021115 -0.060024 0.987595 -0.218746 17.414941
18.030000 -0.045215 86.255545 0.021115 -0.060101 0.987593 -0.219024 17.434245
18.050000 -0.046064 86.426616 0.021110 -0.061297 0.987360 -0.223385 17.449467
18.070000 -0.047048 86.594562 0.021104 -0.062676 0.987090 -0.228409 17.464024
18.090000 -0.047193 86.782839 0.021103 -0.062940 0.987050 -0.229371 17.482645
18.110000 -0.048651 86.939590 0.021095 -0.064956 0.986650 -0.236717 17.494881
18.130000 -0.048589 87.133223 0.021095 -0.064945 0.986667 -0.236676 17.514503
18.150000 -0.048228 87.334332 0.021097 -0.064534 0.986766 -0.235178 17.535584
18.170000 -0.049059 87.506686 0.021092 -0.065718 0.986538 -0.239494 17.550851
18.190000 -0.047674 87.733213 0.021100 -0.063933 0.986918 -0.232989 17.576937
18.210000 -0.048064 87.916712 0.021098 -0.064527 0.986811 -0.235153 17.594355
18.230000 -0.048075 88.109668 0.021098 -0.064612 0.986808 -0.235465 17.613625
18.250000 -0.048024 88.304356 0.021098 -0.064614 0.986822 -0.235473 17.633199
18.270000 -0.047456 88.511995 0.021102 -0.063920 0.986978 -0.232941 17.655314
18.290000 -0.045922 88.743726 0.021111 -0.061921 0.987399 -0.225657 17.682180
18.310000 -0.046461 88.924583 0.021107 -0.062717 0.987251 -0.228557 17.698862
18.330000 -0.046497 89.118051 0.021107 -0.062834 0.987241 -0.228986 17.718015
18.350000 -0.044883 89.352708 0.021117 -0.060719 0.987684 -0.221276 17.745307
18.370000 -0.044271 89.562820 0.021120 -0.059956 0.987852 -0.218496 17.767669
18.390000 -0.044460 89.753221 0.021119 -0.060278 0.987800 -0.219670 17.786077
18.410000 -0.043123 89.981968 0.021127 -0.058528 0.988167 -0.213294 17.812036
18.430000 -0.042576 90.191270 0.021130 -0.057849 0.988317 -0.210819 17.834093
18.450000 -0.040142 90.448217 0.021144 -0.054601 0.988985 -0.198980 17.865513
18.470000 -0.040164 90.643867 0.021144 -0.054690 0.988979 -0.199305 17.884771
18.490000 -0.039180 90.865079 0.021150 -0.053408 0.989249 -0.194632 17.909025
18.510000 -0.038320 91.083480 0.021155 -0.052292 0.989485 -0.190566 17.932674
18.530000 -0.037864 91.291949 0.021158 -0.051726 0.989610 -0.188504 17.954318
18.550000 -0.036355 91.527398 0.021167 -0.049718 0.990024 -0.181188 17.981216
18.570000 -0.035011 91.759055 0.021175 -0.047931 0.990393 -0.174674 18.007312
18.590000 -0.033006 92.007879 0.021186 -0.045236 0.990943 -0.164852 18.036717
18.610000 -0.032627 92.215635 0.021189 -0.044764 0.991047 -0.163134 18.058017
18.630000 -0.031334 92.447052 0.021196 -0.043036 0.991402 -0.156834 18.083899
18.650000 -0.029482 92.693121 0.021207 -0.040536 0.991910 -0.147726 18.112589
18.670000 -0.028513 92.916944 0.021213 -0.039246 0.992176 -0.143022 18.136875
18.690000 -0.026447 93.169336 0.021225 -0.036440 0.992743 -0.132799 18.166680
18.710000 -0.025455 93.394424 0.021231 -0.035112 0.993015 -0.127959 18.191102
18.730000 -0.023702 93.639534 0.021241 -0.032729 0.993496 -0.119275 18.219369
18.750000 -0.022620 93.867671 0.021247 -0.031268 0.993793 -0.113950 18.244276
18.770000 -0.021119 94.107027 0.021256 -0.029224 0.994205 -0.106499 18.271308
18.790000 -0.018673 94.371331 0.021270 -0.025867 0.994876 -0.094268 18.303121
18.810000 -0.018032 94.589065 0.021274 -0.025006 0.995052 -0.091127 18.325844
18.830000 -0.016920 94.819373 0.021281 -0.023489 0.995357 -0.085601 18.350953
18.850000 -0.015466 95.058992 0.021289 -0.021493 0.995756 -0.078328 18.377808
18.870000 -0.012434 95.340411 0.021307 -0.017298 0.996588 -0.063039 18.412679
18.890000 -0.011254 95.573679 0.021314 -0.015672 0.996912 -0.057113 18.438186
18.910000 -0.009832 95.813634 0.021322 -0.013707 0.997302 -0.049953 18.464929
18.930000 -0.008764 96.044623 0.021329 -0.012232 0.997595 -0.044575 18.489889
18.950000 -0.006090 96.318493 0.021344 -0.008508 0.998329 -0.031004 18.523042
18.970000 -0.005703 96.532160 0.021347 -0.007976 0.998435 -0.029068 18.544561
18.990000 -0.002125 96.830958 0.021368 -0.002974 0.999417 -0.010840 18.582371
19.010000 -0.001622 97.048426 0.021370 -0.002273 0.999555 -0.008283 18.604510
19.030000 0.000073 97.297981 0.021380 0.000102 1.000020 0.000373 18.632747
19.050000 0.001931 97.552328 0.021391 0.002713 1.000530 0.009886 18.661842
19.070000 0.002587 97.774857 0.021395 0.003638 1.000710 0.013257 18.684796
19.090000 0.004446 98.029985 0.021406 0.006257 1.001220 0.022803 18.713924
19.110000 0.006560 98.292406 0.021418 0.009242 1.001800 0.033679 18.744382
19.130000 0.006888 98.507103 0.021420 0.009714 1.001890 0.035400 18.765686
19.150000 0.009038 98.771316 0.021433 0.012760 1.002480 0.046500 18.796367
19.170000 0.010131 99.007354 0.021439 0.014318 1.002780 0.052179 18.821629
19.190000 0.012427 99.276381 0.021453 0.017581 1.003410 0.064071 18.853102
19.210000 0.013484 99.512175 0.021459 0.019096 1.003700 0.069592 18.878206
19.230000 0.014358 99.743336 0.021464 0.020356 1.003940 0.074183 18.902379
19.250000 0.016035 99.996716 0.021474 0.022756 1.004400 0.082930 18.930708
19.270000 0.017092 100.233541 0.021480 0.024281 1.004690 0.088488 18.955848
19.290000 0.018367 100.476701 0.021488 0.026120 1.005040 0.095190 18.982132
19.310000 0.019861 100.726233 0.021497 0.028275 1.005450 0.103041 19.009565
19.330000 0.021683 100.985186 0.021507 0.030901 1.005950 0.112610 19.038717
19.350000 0.020116 101.151008 0.021498 0.028697 1.005520 0.104580 19.050269
19.370000 0.023141 101.443881 0.021516 0.033046 1.006350 0.120429 19.085700
19.390000 0.023906 101.674689 0.021520 0.034174 1.006560 0.124541 19.109393
19.410000 0.024162 101.891629 0.021522 0.034575 1.006630 0.125999 19.130434
19.430000 0.026020 102.153444 0.021533 0.037273 1.007140 0.135831 19.159848
19.450000 0.027223 102.397393 0.021540 0.039035 1.007470 0.142256 19.185855
19.470000 0.027296 102.610124 0.021540 0.039180 1.007490 0.142783 19.205964
19.490000 0.028025 102.841450 0.021544 0.040268 1.007690 0.146746 19.229510
19.510000 0.028425 103.063873 0.021547 0.040886 1.007800 0.148998 19.251344
19.530000 0.029300 103.299880 0.021552 0.042187 1.008040 0.153740 19.275668
19.550000 0.030976 103.558796 0.021562 0.044646 1.008500 0.162703 19.304212
19.570000 0.029847 103.738891 0.021555 0.043062 1.008190 0.156929 19.318021
19.590000 0.030758 103.976813 0.021560 0.044422 1.008440 0.161885 19.342559
19.610000 0.030430 104.179928 0.021559 0.043993 1.008350 0.160322 19.360578
19.630000 0.032033 104.438093 0.021568 0.046358 1.008790 0.168942 19.388780
19.650000 0.031487 104.635454 0.021565 0.045614 1.008640 0.166229 19.405649
19.670000 0.033600 104.908852 0.021577 0.048725 1.009220 0.177568 19.436570
19.690000 0.033491 105.119173 0.021576 0.048616 1.009190 0.177170 19.455754
19.710000 0.032981 105.318218 0.021573 0.047924 1.009050 0.174648 19.472815
19.730000 0.032835 105.527878 0.021573 0.047761 1.009010 0.174053 19.491801
19.750000 0.032908 105.744027 0.021573 0.047915 1.009030 0.174616 19.511947
19.770000 0.032252 105.939398 0.021569 0.047008 1.008850 0.171309 19.528221
19.790000 0.034038 106.205410 0.021580 0.049660 1.009340 0.180976 19.557471
19.810000 0.032908 106.387498 0.021573 0.048061 1.009030 0.175147 19.571223
19.830000 0.032398 106.587631 0.021570 0.047363 1.008890 0.172605 19.588264
19.850000 0.032507 106.805918 0.021571 0.047571 1.008920 0.173362 19.608603
19.870000 0.031742 106.998977 0.021566 0.046498 1.008710 0.169452 19.624275
19.890000 0.033600 107.268691 0.021577 0.049270 1.009220 0.179554 19.653959
19.910000 0.032944 107.465353 0.021573 0.048357 1.009040 0.176226 19.670213
19.930000 0.030466 107.608796 0.021559 0.044764 1.008360 0.163133 19.676703
19.950000 0.031487 107.854818 0.021565 0.046310 1.008640 0.168766 19.701918
19.970000 0.030102 108.030462 0.021557 0.044318 1.008260 0.161506 19.714239
19.990000 0.029774 108.237293 0.021555 0.043879 1.008170 0.159906 19.732222
20.010000 0.029701 108.451833 0.021554 0.043815 1.008150 0.159674 19.751572
20.030000 0.029555 108.664425 0.021553 0.043643 1.008110 0.159049 19.770529
20.050000 0.028644 108.854535 0.021548 0.042340 1.007860 0.154300 19.785362
20.070000 0.027769 109.045837 0.021543 0.041088 1.007620 0.149738 19.800382
20.090000 0.027332 109.250264 0.021540 0.040482 1.007500 0.147527 19.817753
20.110000 0.025692 109.419000 0.021531 0.038091 1.007050 0.138813 19.828622
20.130000 0.025656 109.635660 0.021531 0.038074 1.007040 0.138754 19.848145
20.150000 0.024380 109.815444 0.021523 0.036218 1.006690 0.131987 19.860960
20.170000 0.023724 110.013873 0.021519 0.035278 1.006510 0.128563 19.877118
20.190000 0.022267 110.188347 0.021511 0.033143 1.006110 0.120783 19.888920
20.210000 0.022813 110.423218 0.021514 0.033991 1.006260 0.123871 19.911590
20.230000 0.021720 110.608892 0.021507 0.032394 1.005960 0.118052 19.925353
20.250000 0.020554 110.792448 0.021501 0.030685 1.005640 0.111824 19.938707
